Date,InstrumentID,Yield
10/10/2024,EU2034,0.01806782
11/10/2024,EU2034,0.019626687
14/10/2024,EU2034,0.021519016
15/10/2024,EU2034,0.017571375
16/10/2024,EU2034,0.015039875
17/10/2024,EU2034,0.01544436
18/10/2024,EU2034,0.014948544
21/10/2024,EU2034,0.015066485
22/10/2024,EU2034,0.013508403
23/10/2024,EU2034,0.015461946
24/10/2024,EU2034,0.017153672
25/10/2024,EU2034,0.017371123
28/10/2024,EU2034,0.019704472
29/10/2024,EU2034,0.020648356
30/10/2024,EU2034,0.018910321
31/10/2024,EU2034,0.019680513
01/11/2024,EU2034,0.017772332
04/11/2024,EU2034,0.019596063
05/11/2024,EU2034,0.019508329
06/11/2024,EU2034,0.019153355
07/11/2024,EU2034,0.017816895
08/11/2024,EU2034,0.020327471
11/11/2024,EU2034,0.020008588
12/11/2024,EU2034,0.019151674
13/11/2024,EU2034,0.018472857
14/11/2024,EU2034,0.01958329
15/11/2024,EU2034,0.020326679
18/11/2024,EU2034,0.021142344
19/11/2024,EU2034,0.021969716
20/11/2024,EU2034,0.026193919
21/11/2024,EU2034,0.025195272
22/11/2024,EU2034,0.024014928
25/11/2024,EU2034,0.022266935
26/11/2024,EU2034,0.023430886
27/11/2024,EU2034,0.025585904
28/11/2024,EU2034,0.025190432
29/11/2024,EU2034,0.023354406
02/12/2024,EU2034,0.021604811
03/12/2024,EU2034,0.022857852
04/12/2024,EU2034,0.024258625
05/12/2024,EU2034,0.025217175
06/12/2024,EU2034,0.02372964
09/12/2024,EU2034,0.024082074
10/12/2024,EU2034,0.024192983
11/12/2024,EU2034,0.024504571
12/12/2024,EU2034,0.026112291
13/12/2024,EU2034,0.026376114
16/12/2024,EU2034,0.027542657
17/12/2024,EU2034,0.027451536
18/12/2024,EU2034,0.027806228
19/12/2024,EU2034,0.028834618
20/12/2024,EU2034,0.025655268
23/12/2024,EU2034,0.024846267
24/12/2024,EU2034,0.023760134
25/12/2024,EU2034,0.022369574
26/12/2024,EU2034,0.021748203
27/12/2024,EU2034,0.024685639
30/12/2024,EU2034,0.022813408
31/12/2024,EU2034,0.024665562
01/01/2025,EU2034,0.021159856
02/01/2025,EU2034,0.02045529
03/01/2025,EU2034,0.020767138
06/01/2025,EU2034,0.021916568
07/01/2025,EU2034,0.023281524
08/01/2025,EU2034,0.024769773
09/01/2025,EU2034,0.02392923
10/01/2025,EU2034,0.022886649
13/01/2025,EU2034,0.024516001
14/01/2025,EU2034,0.023997913
15/01/2025,EU2034,0.021326603
16/01/2025,EU2034,0.01902023
17/01/2025,EU2034,0.017210719
20/01/2025,EU2034,0.018288719
21/01/2025,EU2034,0.018624909
22/01/2025,EU2034,0.020047132
23/01/2025,EU2034,0.019191213
24/01/2025,EU2034,0.019532556
27/01/2025,EU2034,0.02079776
28/01/2025,EU2034,0.020155134
29/01/2025,EU2034,0.02106403
30/01/2025,EU2034,0.019708258
31/01/2025,EU2034,0.018990902
03/02/2025,EU2034,0.018257699
04/02/2025,EU2034,0.015918289
05/02/2025,EU2034,0.017014685
06/02/2025,EU2034,0.01616544
07/02/2025,EU2034,0.016305465
10/02/2025,EU2034,0.017377795
11/02/2025,EU2034,0.018349523
12/02/2025,EU2034,0.019729808
13/02/2025,EU2034,0.019540942
14/02/2025,EU2034,0.018708117
17/02/2025,EU2034,0.018587438
18/02/2025,EU2034,0.015255146
19/02/2025,EU2034,0.012503266
20/02/2025,EU2034,0.010082769
21/02/2025,EU2034,0.008385792
24/02/2025,EU2034,0.009533767
25/02/2025,EU2034,0.008036796
26/02/2025,EU2034,0.007639367
27/02/2025,EU2034,0.010608642
28/02/2025,EU2034,0.010177855
03/03/2025,EU2034,0.011947551
04/03/2025,EU2034,0.010321889
05/03/2025,EU2034,0.010201357
06/03/2025,EU2034,0.008595272
07/03/2025,EU2034,0.008259348
10/03/2025,EU2034,0.010292184
11/03/2025,EU2034,0.007128777
12/03/2025,EU2034,0.008383761
13/03/2025,EU2034,0.00920772
14/03/2025,EU2034,0.008343188
17/03/2025,EU2034,0.005800777
18/03/2025,EU2034,0.006371013
19/03/2025,EU2034,0.005720897
20/03/2025,EU2034,0.006614622
21/03/2025,EU2034,0.007059888
24/03/2025,EU2034,0.010651649
25/03/2025,EU2034,0.010453388
26/03/2025,EU2034,0.008692792
27/03/2025,EU2034,0.009390559
28/03/2025,EU2034,0.010148836
31/03/2025,EU2034,0.013162746
01/04/2025,EU2034,0.015038086
02/04/2025,EU2034,0.015900686
03/04/2025,EU2034,0.018950271
04/04/2025,EU2034,0.016604237
07/04/2025,EU2034,0.015426606
08/04/2025,EU2034,0.013710656
09/04/2025,EU2034,0.013119717
10/04/2025,EU2034,0.010572753
11/04/2025,EU2034,0.012125872
14/04/2025,EU2034,0.011917651
15/04/2025,EU2034,0.009218509
16/04/2025,EU2034,0.007510795
17/04/2025,EU2034,0.008512499
18/04/2025,EU2034,0.010533377
21/04/2025,EU2034,0.014810838
22/04/2025,EU2034,0.020794238
23/04/2025,EU2034,0.021599229
24/04/2025,EU2034,0.019572176
25/04/2025,EU2034,0.015320918
28/04/2025,EU2034,0.015996714
29/04/2025,EU2034,0.01449093
30/04/2025,EU2034,0.013825488
01/05/2025,EU2034,0.01278653
02/05/2025,EU2034,0.012721352
05/05/2025,EU2034,0.015071672
06/05/2025,EU2034,0.015533619
07/05/2025,EU2034,0.015350341
08/05/2025,EU2034,0.013418523
09/05/2025,EU2034,0.010266601
12/05/2025,EU2034,0.009585987
13/05/2025,EU2034,0.009790843
14/05/2025,EU2034,0.013632977
15/05/2025,EU2034,0.014084537
16/05/2025,EU2034,0.01622748
19/05/2025,EU2034,0.015342064
20/05/2025,EU2034,0.013111915
21/05/2025,EU2034,0.011388324
22/05/2025,EU2034,0.010196222
23/05/2025,EU2034,0.014747275
26/05/2025,EU2034,0.013262083
27/05/2025,EU2034,0.015141199
28/05/2025,EU2034,0.013481109
29/05/2025,EU2034,0.015539822
30/05/2025,EU2034,0.016443529
02/06/2025,EU2034,0.016236947
03/06/2025,EU2034,0.016268314
04/06/2025,EU2034,0.015070689
05/06/2025,EU2034,0.016110713
06/06/2025,EU2034,0.015317424
09/06/2025,EU2034,0.01300669
10/06/2025,EU2034,0.010660614
11/06/2025,EU2034,0.011285972
12/06/2025,EU2034,0.014705575
13/06/2025,EU2034,0.015184391
16/06/2025,EU2034,0.015091583
17/06/2025,EU2034,0.015810487
18/06/2025,EU2034,0.018548176
19/06/2025,EU2034,0.019030496
20/06/2025,EU2034,0.018237727
23/06/2025,EU2034,0.020503172
24/06/2025,EU2034,0.02134559
25/06/2025,EU2034,0.024376734
26/06/2025,EU2034,0.024611901
27/06/2025,EU2034,0.022024606
30/06/2025,EU2034,0.019227549
01/07/2025,EU2034,0.022552579
02/07/2025,EU2034,0.025923333
03/07/2025,EU2034,0.025386594
04/07/2025,EU2034,0.024458622
07/07/2025,EU2034,0.027247752
08/07/2025,EU2034,0.024816228
09/07/2025,EU2034,0.022882287
10/07/2025,EU2034,0.024082472
11/07/2025,EU2034,0.023170788
14/07/2025,EU2034,0.02306542
15/07/2025,EU2034,0.022646572
16/07/2025,EU2034,0.023242324
17/07/2025,EU2034,0.025960018
18/07/2025,EU2034,0.025962387
21/07/2025,EU2034,0.027071393
22/07/2025,EU2034,0.022758907
23/07/2025,EU2034,0.022578703
24/07/2025,EU2034,0.020814881
25/07/2025,EU2034,0.018352809
28/07/2025,EU2034,0.01664592
29/07/2025,EU2034,0.016078295
30/07/2025,EU2034,0.018027752
31/07/2025,EU2034,0.015434134
01/08/2025,EU2034,0.015632373
04/08/2025,EU2034,0.014795063
05/08/2025,EU2034,0.014295865
06/08/2025,EU2034,0.016472504
07/08/2025,EU2034,0.01765456
08/08/2025,EU2034,0.020399719
11/08/2025,EU2034,0.020078716
12/08/2025,EU2034,0.01868447
13/08/2025,EU2034,0.018276218
14/08/2025,EU2034,0.018812925
15/08/2025,EU2034,0.019201684
18/08/2025,EU2034,0.017056857
19/08/2025,EU2034,0.017326131
20/08/2025,EU2034,0.017862804
21/08/2025,EU2034,0.022961868
22/08/2025,EU2034,0.026626701
25/08/2025,EU2034,0.024721413
26/08/2025,EU2034,0.024005004
27/08/2025,EU2034,0.02095797
28/08/2025,EU2034,0.019747817
29/08/2025,EU2034,0.020386592
